Analyses,Datasets,Platform,OS_name,Apps,Mean_Execution_time_secs,Mean_RAM_usage_Mb,Mean_Percent_CPU_usage,Mean_CPU_Time,SD_Execution_time_secs,SD_RAM_usage_Mb,SD_Percent_CPU_usage,SD_CPU_Time
Sequence Removal (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS,1.232,423.514844,445.6,5.48192,0.057619441163551784,0.33194366936274083,19.882152800941856,0.1319259148158542
Sequence Removal (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,AMAS (--check-align),10.232,424.76640399999997,140.6,14.38524,0.11649034294738751,2.602323285821724,1.140175425099138,0.07909363438355789
Sequence Removal (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.29400000000000004,15.401562799999999,1738,5.08042,0.026076809620810597,1.2913699259864306,140.96098751072935,0.0462038093667607
Sequence Removal (PHYLIP),"Esselstyn et al. 2021 (358.1 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.278,15.573437799999999,750.6,2.0738,0.024899799195977464,1.0447901238668462,65.53853828092294,0.029144124622297277
Sequence Removal (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS,1.3719999999999999,500.457036,632,8.6425,0.08729261137118076,1.0717917207554912,41.31585652022719,0.07806180243883731
Sequence Removal (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,AMAS (--check-align),4.876,500.629688,251.8,12.27528,0.10382677881933904,1.5836043387538328,3.5637059362410923,0.14901009026237014
Sequence Removal (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.3,14.6085938,1530.6,4.56238,0.02549509756796392,0.9386402953749508,144.27855003429997,0.044508448636185804
Sequence Removal (PHYLIP),"Jarvis et al. 2014 (453.3 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.298,14.23125,852.2,2.5276600000000005,0.02167948338867879,0.9499635002754054,69.10643964204783,0.03149965079171531
Sequence Removal (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS,1.862,721.224994,540,10.04602,0.06760177512462223,1.4745601671617363,18.152134860671346,0.1595069653651526
Sequence Removal (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,AMAS (--check-align),214.072,720.469522,103.2,220.91504,3.9071178635920365,0.7165795514246623,0.44721359549995793,3.625562711221524
Sequence Removal (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI,0.40199999999999997,20.4320314,1278.2,5.0773399999999995,0.04919349550499537,0.7083229296417698,156.11918523999543,0.04401020336240215
Sequence Removal (PHYLIP),"Oliveros et al. 2019 (522.5 MBases, DNA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.508,20.4695312,657,3.30884,0.05263078946776309,1.020437775904146,69.03622237637282,0.060483617616673604
Sequence Removal (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS,1.626,622.941412,452.6,7.35884,0.020736441353327646,2.4493634890966796,5.319774431308154,0.09143966863456972
Sequence Removal (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,AMAS (--check-align),508.99,622.113288,101,514.0799000000001,9.480537959419825,0.6846683465153267,0,9.575343339014019
Sequence Removal (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI,0.346,27.01875,1978.8,6.8455,0.005477225575051636,1.4752558193147383,33.056013068729264,0.07270130672828362
Sequence Removal (PHYLIP),"Shen et al. 2018 (398.8 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.252,27.1453126,1174.6,2.94304,0.017888543819998333,1.326487917809205,118.98865492138316,0.10766860266577234
Sequence Removal (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS,1.34,362.23828,345.4,4.6244000000000005,0.05477225575051654,0.7904353218638528,10.667708282475669,0.09912012913631593
Sequence Removal (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,AMAS (--check-align),21.922,361.793748,114.8,25.165399999999998,0.3408372045419924,0.9836162038467955,0.44721359549995793,0.30912242720320293
Sequence Removal (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI,0.276,19.9484376,1302.2,3.5104,0.04615192303685731,1.3677773008879404,236.6002958578032,0.1899383584218838
Sequence Removal (PHYLIP),"Wu et al. 2018 (257.1 MBases, AA)",Desktop,Linux,SEGUL CLI (--datatype ignore),0.25,19.8890626,660,1.6203,0.039370039370059055,1.214154768815244,95.12885997424756,0.039652238272258944
