Apps,Version,Pubs,Datasets,NTAX,Character_counts,Alignment_counts,Site_counts,Datatype,Analyses,Platform,OS_name,CPU,Benchmark_dates,Latest_bench,Execution_time,RAM_usage_kb,Percent_CPU_usage,Execution_time_secs,RAM_usage_Mb
AMAS (--remove-empty),v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:07.26,1102540,100,7.26,1076.6992
AMAS (--remove-empty),v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:07.61,926968,100,7.61,905.2422
AMAS (--remove-empty),v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:07.92,927256,101,7.92,905.52344
AMAS (--remove-empty),v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:08.17,929172,100,8.17,907.39453
AMAS (--remove-empty),v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:07.92,926984,100,7.92,905.2578
AMAS (--remove-empty),v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:07.80,927020,100,7.8,905.29297
AMAS (--remove-empty),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:09.24,1164280,101,9.24,1136.9922
AMAS (--remove-empty),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:09.71,1163692,101,9.71,1136.418
AMAS (--remove-empty),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:09.65,1164048,100,9.65,1136.7656
AMAS (--remove-empty),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:09.78,1164024,100,9.78,1136.7422
AMAS (--remove-empty),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:09.55,1164068,101,9.55,1136.7852
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:05.40,716676,99,5.4,699.8789
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:05.28,718692,99,5.28,701.84766
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:05.15,716708,101,5.15,699.91016
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:05.42,716764,97,5.42,699.96484
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:05.24,716396,100,5.24,699.60547
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.09,1144260,101,6.09,1117.4414
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.10,1143952,101,6.1,1117.1406
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.13,1146064,101,6.13,1119.2031
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.14,1145828,101,6.14,1118.9727
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.03,1144052,102,6.03,1117.2383
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.84,927260,101,6.84,905.52734
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.91,927100,100,6.91,905.3711
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.72,927068,101,6.72,905.33984
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.88,927196,100,6.88,905.46484
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:06.90,929024,100,6.9,907.25
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:08.66,1186388,101,8.66,1158.582
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:08.86,1188528,100,8.86,1160.6719
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:08.79,1186148,101,8.79,1158.3477
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:08.79,1186256,101,8.79,1158.4531
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:08.76,1186472,100,8.76,1158.6641
SEGUL,v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.75,421608,141,3.75,411.72656
SEGUL,v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.83,421544,139,3.83,411.66406
SEGUL,v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.75,421196,140,3.75,411.32422
SEGUL,v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.81,421048,140,3.81,411.1797
SEGUL,v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.86,420976,138,3.86,411.10938
SEGUL,v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.59,288388,127,2.59,281.6289
SEGUL,v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.53,286716,130,2.53,279.9961
SEGUL,v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.61,288344,128,2.61,281.58594
SEGUL,v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.62,288872,130,2.62,282.10156
SEGUL,v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.60,286936,127,2.6,280.21094
SEGUL (--datatype ignore),v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.87,419692,279,0.87,409.85547
SEGUL (--datatype ignore),v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.79,421596,300,0.79,411.71484
SEGUL (--datatype ignore),v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.81,421400,293,0.81,411.52344
SEGUL (--datatype ignore),v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.92,419504,259,0.92,409.67188
SEGUL (--datatype ignore),v0.20.0,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.86,419308,274,0.86,409.48047
SEGUL (--datatype ignore),v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.58,288584,239,0.58,281.8203
SEGUL (--datatype ignore),v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.64,286548,218,0.64,279.83203
SEGUL (--datatype ignore),v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.62,286704,227,0.62,279.98438
SEGUL (--datatype ignore),v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.59,289516,230,0.59,282.73047
SEGUL (--datatype ignore),v0.20.0,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:00.64,288368,214,0.64,281.60938
AMAS (--remove-empty),v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.61,906904,102,4.61,885.64844
AMAS (--remove-empty),v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.73,906788,101,4.73,885.53516
AMAS (--remove-empty),v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.82,906900,100,4.82,885.64453
AMAS (--remove-empty),v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.74,906724,100,4.74,885.47266
AMAS (--remove-empty),v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.84,908616,100,4.84,887.3203
AMAS (--remove-empty),v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.11,591932,99,3.11,578.0586
AMAS (--remove-empty),v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.39,593812,101,3.39,579.89453
AMAS (--remove-empty),v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.30,593964,102,3.3,580.04297
AMAS (--remove-empty),v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.39,591956,99,3.39,578.08203
AMAS (--remove-empty),v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:03.38,591564,100,3.38,577.6992
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.01,908464,102,4.01,887.1719
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.06,906768,102,4.06,885.5156
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.06,906592,102,4.06,885.34375
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.01,906752,102,4.01,885.5
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,398842115,2408,1162805,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:04.10,906376,100,4.1,885.1328
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.96,616936,102,2.96,602.47656
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.98,617072,99,2.98,602.6094
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.91,616868,102,2.91,602.41016
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.94,617204,99,2.94,602.7383
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,257060172,5162,3050198,AA,Alignment Splitting (PHYLIP),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/31/2024,TRUE,0:02.95,618912,101,2.95,604.40625
SEGUL,v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.84,915096,156,1.84,893.64844
SEGUL,v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.85,917244,155,1.85,895.7461
SEGUL,v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.83,917036,157,1.83,895.54297
SEGUL,v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.83,917436,158,1.83,895.9336
SEGUL,v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.83,915184,164,1.83,893.7344
SEGUL,v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.23,1624128,137,3.23,1586.0625
SEGUL,v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.28,1624372,138,3.28,1586.3008
SEGUL,v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.22,1624344,136,3.22,1586.2734
SEGUL,v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.29,1624272,135,3.29,1586.2031
SEGUL,v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.27,1624300,135,3.27,1586.2305
SEGUL,v0.20.0,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:02.76,1337136,146,2.76,1305.7969
SEGUL,v0.20.0,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:02.78,1337260,144,2.78,1305.918
SEGUL,v0.20.0,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:02.73,1337084,147,2.73,1305.7461
SEGUL,v0.20.0,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:02.72,1337056,144,2.72,1305.7188
SEGUL,v0.20.0,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,453333006,3679,9251694,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:02.79,1337188,143,2.79,1305.8477
SEGUL,v0.20.0,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.50,1606272,148,3.5,1568.625
SEGUL,v0.20.0,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.54,1606428,149,3.54,1568.7773
SEGUL,v0.20.0,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.56,1606360,148,3.56,1568.7109
SEGUL,v0.20.0,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.56,1606232,149,3.56,1568.5859
SEGUL,v0.20.0,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,522529858,4060,2464926,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:03.53,1606252,148,3.53,1568.6055
SEGUL (--datatype ignore),v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:00.89,915288,225,0.89,893.83594
SEGUL (--datatype ignore),v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:00.86,915252,227,0.86,893.8008
SEGUL (--datatype ignore),v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:00.90,915188,234,0.9,893.7383
SEGUL (--datatype ignore),v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:00.88,917460,228,0.88,895.95703
SEGUL (--datatype ignore),v0.20.0,Chan et al. 2020,Chan et al. 2020 (DNA),50,239310808,13181,6180393,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:00.90,917240,223,0.9,895.7422
SEGUL (--datatype ignore),v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.24,1624300,196,1.24,1586.2305
SEGUL (--datatype ignore),v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.25,1624132,194,1.25,1586.0664
SEGUL (--datatype ignore),v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.25,1624156,196,1.25,1586.0898
SEGUL (--datatype ignore),v0.20.0,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,358099656,4040,5398947,DNA,Alignment Splitting (NEXUS),Desktop,Linux,AMD Ryzen 9 5900X 12-Core Processor,01/30/2024,TRUE,0:01.23,1624456,199,1.23,1586.3828
